Post_ID,Brand_Name,Post_Type,Food_Category,Post_DateTime,Total_Likes,Total_Shares,Total_Comments,Reaction_Love,Reaction_Yummy,Reaction_Dislike,Post_Hour,Post_Day,Gender,Age_Group,Region,City_Tier,Total_Engagement,Engagement_Rate,Engagement_Category,Month,Month_Number,Quarter,Year,Is_Weekend,Day_Type,Is_Peak_Hour,Time_Period,Positive_Reactions,Sentiment_Score,Virality_Score,Virality_Category,Device_Type,Campaign_Type,Content_Theme,Share_Rate,Comment_Rate,Performance_Score,Performance_Category
POST_181,Subway,Story,Desserts,2025-12-20 16:03:41,2146,167,189,1243,529,41,16,Saturday,Male,35-44,Middle East,Tier 1,2502,2.5,Medium,December,12,Q4,2025,1,Weekend,0,Afternoon,1772,0.955,7.78,Low,Mobile,Organic,Indulgent,7.78,8.8,3025,Low
POST_182,Starbucks,Reel (Video),Street Food,2025-12-29 22:02:53,3364,339,246,1994,982,155,22,Monday,Male,18-24,North America,Tier 3,3949,3.95,High,December,12,Q4,2025,0,Weekday,0,Evening,2976,0.901,10.07,Medium,Mobile,Paid,Authentic,10.07,7.31,4873,Low
POST_183,Subway,Static Image,Beverages,2025-02-16 23:39:52,502,58,26,201,101,19,23,Sunday,Female,18-24,Asia,Tier 2,586,0.59,Low,February,2,Q1,2025,1,Weekend,0,Evening,302,0.882,11.53,Medium,Mobile,Organic,Refreshing,11.53,5.17,728,Low
POST_184,Dominos,Carousel,Desserts,2025-01-02 12:48:42,2537,237,220,831,371,18,12,Thursday,Female,35-44,South America,Tier 2,2994,2.99,Medium,January,1,Q1,2025,0,Weekday,1,Morning,1202,0.97,9.34,Low,Mobile,Organic,Indulgent,9.34,8.67,3688,Low
POST_185,TacoBell,Static Image,Fast Food,2025-05-04 01:34:27,4439,380,131,2128,1097,99,1,Sunday,Male,45-54,North America,Tier 1,4950,4.95,High,May,5,Q2,2025,1,Weekend,0,Night,3225,0.94,8.56,Low,Mobile,Organic,Indulgent,8.56,2.95,5841,Medium
POST_186,Subway,Story,Desserts,2025-06-30 15:37:55,630,67,32,336,130,6,15,Monday,Female,25-34,South America,Tier 3,729,0.73,Low,June,6,Q2,2025,0,Weekday,0,Afternoon,466,0.975,10.62,Medium,Desktop,Organic,Indulgent,10.62,5.07,895,Low
POST_187,Subway,Static Image,Street Food,2025-09-26 03:51:47,971,99,66,393,205,32,3,Friday,Female,25-34,Asia,Tier 3,1136,1.14,Medium,September,9,Q3,2025,0,Weekday,0,Night,598,0.898,10.19,Medium,Desktop,Organic,Authentic,10.19,6.79,1400,Low
POST_188,BurgerKing,Static Image,Healthy/Vegan,2025-02-09 01:42:54,1160,93,114,507,154,33,1,Sunday,Female,18-24,North America,Tier 1,1367,1.37,Medium,February,2,Q1,2025,1,Weekend,0,Night,661,0.905,8.01,Low,Desktop,Organic,Health-Conscious,8.01,9.82,1667,Low
POST_189,KFC,Static Image,Healthy/Vegan,2026-01-04 21:36:31,654,35,55,391,91,5,21,Sunday,Female,35-44,North America,Tier 2,744,0.74,Low,January,1,Q1,2026,1,Weekend,1,Evening,482,0.979,5.34,Low,Desktop,Organic,Health-Conscious,5.34,8.4,869,Low
POST_190,BurgerKing,Story,Desserts,2025-01-31 06:27:51,3981,753,235,2021,1125,80,6,Friday,Male,18-24,Asia,Tier 2,4969,4.97,High,January,1,Q1,2025,0,Weekday,0,Night,3146,0.95,18.91,Medium,Mobile,Organic,Indulgent,18.91,5.9,6710,Medium
POST_191,KFC,Static Image,Street Food,2025-02-28 03:23:45,3609,419,266,1761,975,78,3,Friday,Male,25-34,North America,Tier 1,4294,4.29,High,February,2,Q1,2025,0,Weekday,0,Night,2736,0.945,11.61,Medium,Mobile,Organic,Authentic,11.61,7.37,5398,Medium
POST_192,KFC,Story,Healthy/Vegan,2025-07-13 17:11:02,666,45,30,218,97,15,17,Sunday,Female,25-34,Europe,Tier 2,741,0.74,Low,July,7,Q3,2025,1,Weekend,0,Afternoon,315,0.909,6.75,Low,Desktop,Organic,Health-Conscious,6.75,4.5,861,Low
POST_193,KFC,Reel (Video),Healthy/Vegan,2026-01-16 18:09:13,6873,749,473,4100,1100,177,18,Friday,Female,25-34,North America,Tier 1,8095,8.09,High,January,1,Q1,2026,0,Weekday,1,Afternoon,5200,0.934,10.9,Medium,Mobile,Organic,Health-Conscious,10.9,6.88,10066,Medium
POST_194,BurgerKing,Static Image,Fast Food,2025-10-31 22:34:10,1517,266,140,618,207,60,22,Friday,Female,18-24,Asia,Tier 1,1923,1.92,Medium,October,10,Q4,2025,0,Weekday,0,Evening,825,0.864,17.52,Medium,Mobile,Organic,Indulgent,17.52,9.22,2595,Low
POST_195,Dominos,Static Image,Healthy/Vegan,2025-12-10 10:41:02,1173,89,73,665,203,53,10,Wednesday,Male,18-24,North America,Tier 1,1335,1.34,Medium,December,12,Q4,2025,0,Weekday,0,Morning,868,0.885,7.58,Low,Mobile,Paid,Health-Conscious,7.58,6.22,1586,Low
POST_196,Dominos,Carousel,Desserts,2025-11-26 16:02:17,2473,332,63,1186,318,54,16,Wednesday,Male,25-34,South America,Tier 1,2868,2.87,Medium,November,11,Q4,2025,0,Weekday,0,Afternoon,1504,0.931,13.42,Medium,Mobile,Organic,Indulgent,13.42,2.55,3595,Low
POST_197,KFC,Carousel,Street Food,2025-03-10 21:10:45,2598,412,52,1099,573,84,21,Monday,Female,18-24,Middle East,Tier 1,3062,3.06,High,March,3,Q1,2025,0,Weekday,1,Evening,1672,0.904,15.85,Medium,Mobile,Paid,Authentic,15.85,2.0,3938,Low
POST_198,BurgerKing,Static Image,Beverages,2025-05-13 18:51:17,3295,312,236,1413,934,42,18,Tuesday,Female,25-34,Middle East,Tier 1,3843,3.84,High,May,5,Q2,2025,0,Weekday,1,Afternoon,2347,0.965,9.47,Low,Desktop,Organic,Refreshing,9.47,7.16,4703,Low
POST_199,BurgerKing,Story,Street Food,2025-09-12 17:00:33,81,4,6,33,10,2,17,Friday,Female,18-24,Asia,Tier 3,91,0.09,Low,September,9,Q3,2025,0,Weekday,0,Afternoon,43,0.911,4.88,Low,Mobile,Paid,Authentic,4.88,7.32,105,Low
POST_200,BurgerKing,Carousel,Healthy/Vegan,2025-09-11 02:28:59,3686,606,312,1516,526,128,2,Thursday,Female,25-34,North America,Tier 2,4604,4.6,High,September,9,Q3,2025,0,Weekday,0,Night,2042,0.882,16.44,Medium,Mobile,Paid,Health-Conscious,16.44,8.46,6128,Medium
POST_201,Starbucks,Reel (Video),Healthy/Vegan,2026-01-31 14:58:55,2221,320,185,687,579,14,14,Saturday,Female,25-34,Asia,Tier 3,2726,2.73,Medium,January,1,Q1,2026,1,Weekend,1,Afternoon,1266,0.978,14.4,Medium,Tablet,Organic,Health-Conscious,14.4,8.33,3551,Low
POST_202,Starbucks,Carousel,Desserts,2025-06-26 17:06:04,3623,199,315,1491,464,4,17,Thursday,Male,18-24,North America,Tier 1,4137,4.14,High,June,6,Q2,2025,0,Weekday,0,Afternoon,1955,0.996,5.49,Low,Mobile,Paid,Indulgent,5.49,8.69,4850,Low
POST_203,Dominos,Story,Healthy/Vegan,2025-12-29 21:31:03,967,71,81,562,161,8,21,Monday,Male,25-34,North America,Tier 1,1119,1.12,Medium,December,12,Q4,2025,0,Weekday,1,Evening,723,0.978,7.33,Low,Mobile,Organic,Health-Conscious,7.33,8.37,1342,Low
POST_204,TacoBell,Story,Desserts,2025-03-03 07:16:49,4244,525,364,1750,612,34,7,Monday,Female,18-24,North America,Tier 2,5133,5.13,High,March,3,Q1,2025,0,Weekday,0,Morning,2362,0.972,12.37,Medium,Mobile,Organic,Indulgent,12.37,8.57,6547,Medium
POST_205,TacoBell,Reel (Video),Street Food,2025-04-08 22:57:34,4963,437,380,2885,1386,51,22,Tuesday,Female,18-24,Europe,Tier 1,5780,5.78,High,April,4,Q2,2025,0,Weekday,0,Evening,4271,0.976,8.8,Low,Desktop,Paid,Authentic,8.8,7.66,7034,Medium
POST_206,Starbucks,Static Image,Beverages,2025-12-10 13:04:20,3530,353,276,1984,730,173,13,Wednesday,Male,55+,Asia,Tier 1,4159,4.16,High,December,12,Q4,2025,0,Weekday,1,Afternoon,2714,0.88,10.0,Low,Desktop,Paid,Refreshing,10.0,7.82,5141,Medium
POST_207,Subway,Static Image,Desserts,2025-08-11 09:50:32,2001,220,111,1009,348,3,9,Monday,Male,25-34,Asia,Tier 2,2332,2.33,Medium,August,8,Q3,2025,0,Weekday,0,Morning,1357,0.996,10.99,Medium,Mobile,Organic,Indulgent,10.99,5.54,2883,Low
POST_208,Subway,Reel (Video),Street Food,2025-05-30 23:38:24,3402,280,291,1354,814,13,23,Friday,Female,35-44,Europe,Tier 1,3973,3.97,High,May,5,Q2,2025,0,Weekday,0,Evening,2168,0.988,8.23,Low,Desktop,Organic,Authentic,8.23,8.55,4824,Low
POST_209,Dominos,Static Image,Street Food,2025-11-26 13:28:14,3676,391,304,1524,639,138,13,Wednesday,Male,18-24,North America,Tier 2,4371,4.37,High,November,11,Q4,2025,0,Weekday,1,Afternoon,2163,0.88,10.63,Medium,Mobile,Organic,Authentic,10.63,8.27,5457,Medium
POST_210,Starbucks,Story,Street Food,2025-09-05 00:59:48,2677,172,134,810,349,26,0,Friday,Male,35-44,Middle East,Tier 2,2983,2.98,Medium,September,9,Q3,2025,0,Weekday,0,Night,1159,0.956,6.42,Low,Desktop,Organic,Authentic,6.42,5.0,3461,Low
POST_211,KFC,Reel (Video),Fast Food,2025-12-06 11:18:19,784,125,16,428,153,16,11,Saturday,Female,35-44,Europe,Tier 1,925,0.92,Low,December,12,Q4,2025,1,Weekend,1,Morning,581,0.946,15.92,Medium,Desktop,Paid,Indulgent,15.92,2.04,1191,Low
POST_212,Dominos,Reel (Video),Desserts,2025-06-24 09:42:28,2682,358,147,1278,455,125,9,Tuesday,Female,25-34,Europe,Tier 1,3187,3.19,High,June,6,Q2,2025,0,Weekday,0,Morning,1733,0.865,13.34,Medium,Desktop,Organic,Indulgent,13.34,5.48,4050,Low
POST_213,BurgerKing,Story,Healthy/Vegan,2025-11-13 00:52:12,3342,516,135,1797,342,4,0,Thursday,Female,25-34,North America,Tier 2,3993,3.99,High,November,11,Q4,2025,0,Weekday,0,Night,2139,0.996,15.44,Medium,Mobile,Organic,Health-Conscious,15.44,4.04,5160,Medium
POST_214,KFC,Reel (Video),Desserts,2025-02-23 21:19:43,1930,283,62,1155,255,31,21,Sunday,Male,25-34,Asia,Tier 1,2275,2.28,Medium,February,2,Q1,2025,1,Weekend,1,Evening,1410,0.957,14.66,Medium,Tablet,Organic,Indulgent,14.66,3.21,2903,Low
POST_215,TacoBell,Reel (Video),Healthy/Vegan,2025-07-03 04:04:48,2161,429,91,825,383,77,4,Thursday,Female,25-34,Asia,Tier 1,2681,2.68,Medium,July,7,Q3,2025,0,Weekday,0,Night,1208,0.88,19.84,Medium,Desktop,Organic,Health-Conscious,19.84,4.21,3630,Low
POST_216,TacoBell,Reel (Video),Healthy/Vegan,2025-01-18 12:01:21,6850,820,259,3319,1687,3,12,Saturday,Male,45-54,North America,Tier 3,7929,7.93,High,January,1,Q1,2025,1,Weekend,1,Morning,5006,0.999,11.97,Medium,Mobile,Organic,Health-Conscious,11.97,3.78,9828,Medium
POST_217,Subway,Story,Healthy/Vegan,2025-05-13 09:39:33,4970,585,291,2263,498,141,9,Tuesday,Male,35-44,North America,Tier 1,5846,5.85,High,May,5,Q2,2025,0,Weekday,0,Morning,2761,0.903,11.77,Medium,Desktop,Organic,Health-Conscious,11.77,5.85,7307,Medium
POST_218,Subway,Static Image,Street Food,2025-06-08 13:03:40,1161,77,111,463,199,26,13,Sunday,Female,55+,Asia,Tier 2,1349,1.35,Medium,June,6,Q2,2025,1,Weekend,1,Afternoon,662,0.924,6.63,Low,Mobile,Paid,Authentic,6.63,9.55,1614,Low
POST_219,Subway,Carousel,Street Food,2026-01-06 17:53:55,236,13,13,137,38,3,17,Tuesday,Female,18-24,Asia,Tier 3,262,0.26,Low,January,1,Q1,2026,0,Weekday,0,Afternoon,175,0.966,5.49,Low,Desktop,Paid,Authentic,5.49,5.49,301,Low
POST_220,KFC,Story,Healthy/Vegan,2025-11-15 12:06:34,2879,177,146,1120,405,24,12,Saturday,Female,35-44,North America,Tier 1,3202,3.2,High,November,11,Q4,2025,1,Weekend,1,Morning,1525,0.969,6.15,Low,Mobile,Organic,Health-Conscious,6.15,5.07,3702,Low
POST_221,BurgerKing,Static Image,Beverages,2026-01-23 04:09:56,3100,226,90,1141,357,140,4,Friday,Female,45-54,Middle East,Tier 1,3416,3.42,High,January,1,Q1,2026,0,Weekday,0,Night,1498,0.829,7.29,Low,Desktop,Paid,Refreshing,7.29,2.9,3958,Low
POST_222,BurgerKing,Reel (Video),Beverages,2025-06-09 06:46:33,1701,290,103,728,318,38,6,Monday,Female,18-24,North America,Tier 1,2094,2.09,Medium,June,6,Q2,2025,0,Weekday,0,Night,1046,0.93,17.04,Medium,Mobile,Paid,Refreshing,17.04,6.05,2777,Low
POST_223,TacoBell,Story,Healthy/Vegan,2025-10-07 12:33:58,680,74,20,319,181,27,12,Tuesday,Male,18-24,Europe,Tier 1,774,0.77,Low,October,10,Q4,2025,0,Weekday,1,Morning,500,0.898,10.87,Medium,Mobile,Paid,Health-Conscious,10.87,2.94,942,Low
POST_224,Subway,Static Image,Desserts,2026-01-10 16:19:10,1561,107,76,609,266,48,16,Saturday,Male,35-44,South America,Tier 1,1744,1.74,Medium,January,1,Q1,2026,1,Weekend,0,Afternoon,875,0.896,6.85,Low,Mobile,Organic,Indulgent,6.85,4.87,2034,Low
POST_225,Dominos,Static Image,Desserts,2025-01-19 10:11:17,3296,285,209,1860,960,154,10,Sunday,Male,25-34,Europe,Tier 2,3790,3.79,High,January,1,Q1,2025,1,Weekend,0,Morning,2820,0.896,8.64,Low,Mobile,Organic,Indulgent,8.64,6.34,4569,Low
POST_226,TacoBell,Carousel,Healthy/Vegan,2026-01-24 08:49:40,1058,89,34,534,163,8,8,Saturday,Male,35-44,Asia,Tier 1,1181,1.18,Medium,January,1,Q1,2026,1,Weekend,0,Morning,697,0.977,8.4,Low,Mobile,Organic,Health-Conscious,8.4,3.21,1393,Low
POST_227,Dominos,Story,Healthy/Vegan,2025-02-23 15:37:02,953,65,24,369,267,6,15,Sunday,Other,18-24,Europe,Tier 2,1042,1.04,Medium,February,2,Q1,2025,1,Weekend,0,Afternoon,636,0.981,6.81,Low,Mobile,Organic,Health-Conscious,6.81,2.52,1196,Low
POST_228,Dominos,Story,Desserts,2025-02-13 13:01:35,1347,142,55,519,153,49,13,Thursday,Male,35-44,North America,Tier 3,1544,1.54,Medium,February,2,Q1,2025,0,Weekday,1,Afternoon,672,0.864,10.53,Medium,Mobile,Organic,Indulgent,10.53,4.08,1883,Low
POST_229,Dominos,Carousel,Fast Food,2025-01-11 00:41:58,4949,377,412,1865,1036,47,0,Saturday,Female,18-24,Middle East,Tier 2,5738,5.74,High,January,1,Q1,2025,1,Weekend,0,Night,2901,0.968,7.62,Low,Mobile,Organic,Indulgent,7.62,8.32,6904,Medium
POST_230,Starbucks,Carousel,Healthy/Vegan,2025-05-23 01:37:45,4091,216,161,1631,808,110,1,Friday,Female,18-24,Europe,Tier 2,4468,4.47,High,May,5,Q2,2025,0,Weekday,0,Night,2439,0.914,5.28,Low,Mobile,Organic,Health-Conscious,5.28,3.93,5061,Medium
POST_231,Dominos,Story,Healthy/Vegan,2025-10-22 18:14:46,3600,639,245,1150,656,130,18,Wednesday,Female,18-24,South America,Tier 1,4484,4.48,High,October,10,Q4,2025,0,Weekday,1,Afternoon,1806,0.866,17.75,Medium,Desktop,Paid,Health-Conscious,17.75,6.8,6007,Medium
POST_232,KFC,Story,Healthy/Vegan,2025-02-16 02:02:45,3544,480,184,1509,1047,154,2,Sunday,Female,35-44,North America,Tier 2,4208,4.21,High,February,2,Q1,2025,1,Weekend,0,Night,2556,0.886,13.54,Medium,Mobile,Organic,Health-Conscious,13.54,5.19,5352,Medium
POST_233,Starbucks,Reel (Video),Desserts,2025-02-03 02:40:10,6841,811,641,3898,788,147,2,Monday,Female,35-44,North America,Tier 2,8293,8.29,High,February,2,Q1,2025,0,Weekday,0,Night,4686,0.939,11.85,Medium,Desktop,Organic,Indulgent,11.85,9.37,10556,Medium
POST_234,TacoBell,Reel (Video),Beverages,2025-07-15 06:36:08,5080,264,132,1587,587,1,6,Tuesday,Female,25-34,North America,Tier 1,5476,5.48,High,July,7,Q3,2025,0,Weekday,0,Night,2174,0.999,5.2,Low,Desktop,Paid,Refreshing,5.2,2.6,6136,Medium
POST_235,Subway,Static Image,Desserts,2026-01-19 05:14:45,3039,549,134,1238,457,87,5,Monday,Male,25-34,Asia,Tier 1,3722,3.72,High,January,1,Q1,2026,0,Weekday,0,Night,1695,0.902,18.06,Medium,Mobile,Paid,Indulgent,18.06,4.41,4954,Low
POST_236,TacoBell,Carousel,Fast Food,2025-02-24 04:14:41,4112,319,113,1738,615,90,4,Monday,Female,45-54,Europe,Tier 3,4544,4.54,High,February,2,Q1,2025,0,Weekday,0,Night,2353,0.926,7.76,Low,Mobile,Paid,Indulgent,7.76,2.75,5295,Medium
POST_237,TacoBell,Story,Healthy/Vegan,2025-12-13 08:17:32,1663,176,141,641,259,39,8,Saturday,Male,25-34,South America,Tier 1,1980,1.98,Medium,December,12,Q4,2025,1,Weekend,0,Morning,900,0.917,10.58,Medium,Desktop,Paid,Health-Conscious,10.58,8.47,2473,Low
POST_238,Starbucks,Carousel,Street Food,2026-01-26 00:41:46,2507,401,71,1127,413,42,0,Monday,Male,35-44,Europe,Tier 1,2979,2.98,Medium,January,1,Q1,2026,0,Weekday,0,Night,1540,0.947,15.99,Medium,Mobile,Organic,Authentic,15.99,2.83,3852,Low
POST_239,BurgerKing,Carousel,Street Food,2025-04-14 05:15:56,4291,274,245,2356,1077,37,5,Monday,Female,25-34,Middle East,Tier 1,4810,4.81,High,April,4,Q2,2025,0,Weekday,0,Night,3433,0.979,6.38,Low,Mobile,Paid,Authentic,6.38,5.71,5603,Medium
POST_240,BurgerKing,Story,Fast Food,2025-12-14 13:52:18,1532,162,39,654,169,59,13,Sunday,Male,25-34,North America,Tier 1,1733,1.73,Medium,December,12,Q4,2025,1,Weekend,1,Afternoon,823,0.866,10.57,Medium,Mobile,Organic,Indulgent,10.57,2.54,2096,Low
POST_241,Subway,Reel (Video),Beverages,2025-10-30 07:58:58,289,21,19,140,39,7,7,Thursday,Female,25-34,South America,Tier 2,329,0.33,Low,October,10,Q4,2025,0,Weekday,0,Morning,179,0.925,7.24,Low,Desktop,Organic,Refreshing,7.24,6.55,390,Low
POST_242,KFC,Reel (Video),Desserts,2025-04-05 21:04:56,379,74,20,207,87,6,21,Saturday,Female,25-34,Asia,Tier 2,473,0.47,Low,April,4,Q2,2025,1,Weekend,1,Evening,294,0.96,19.47,Medium,Mobile,Organic,Indulgent,19.47,5.26,641,Low
POST_243,Starbucks,Static Image,Street Food,2025-09-19 00:33:02,4780,908,302,1699,862,217,0,Friday,Female,35-44,Asia,Tier 2,5990,5.99,High,September,9,Q3,2025,0,Weekday,0,Night,2561,0.844,18.99,Medium,Mobile,Organic,Authentic,18.99,6.32,8108,Medium
POST_244,Subway,Carousel,Healthy/Vegan,2025-03-27 15:21:30,2765,436,102,980,782,74,15,Thursday,Male,25-34,Asia,Tier 1,3303,3.3,High,March,3,Q1,2025,0,Weekday,0,Afternoon,1762,0.919,15.76,Medium,Tablet,Organic,Health-Conscious,15.76,3.69,4277,Low
POST_245,Subway,Carousel,Fast Food,2025-07-02 17:53:03,3465,613,221,1251,894,152,17,Wednesday,Male,18-24,Asia,Tier 1,4299,4.3,High,July,7,Q3,2025,0,Weekday,0,Afternoon,2145,0.868,17.69,Medium,Desktop,Organic,Indulgent,17.69,6.38,5746,Medium
POST_246,BurgerKing,Reel (Video),Healthy/Vegan,2025-12-18 08:30:51,100,19,5,44,18,0,8,Thursday,Female,45-54,Asia,Tier 1,124,0.12,Low,December,12,Q4,2025,0,Weekday,0,Morning,62,1.0,18.81,Medium,Mobile,Paid,Health-Conscious,18.81,4.95,167,Low
POST_247,Starbucks,Carousel,Healthy/Vegan,2025-05-06 17:35:56,388,49,9,137,69,5,17,Tuesday,Male,25-34,North America,Tier 1,446,0.45,Low,May,5,Q2,2025,0,Weekday,0,Afternoon,206,0.953,12.6,Medium,Mobile,Organic,Health-Conscious,12.6,2.31,553,Low
POST_248,Starbucks,Static Image,Healthy/Vegan,2025-09-26 17:04:56,3331,272,148,1659,438,31,17,Friday,Other,25-34,North America,Tier 1,3751,3.75,High,September,9,Q3,2025,0,Weekday,0,Afternoon,2097,0.971,8.16,Low,Desktop,Organic,Health-Conscious,8.16,4.44,4443,Low
POST_249,TacoBell,Reel (Video),Beverages,2025-03-19 18:01:36,4837,701,228,1619,506,18,18,Wednesday,Other,45-54,South America,Tier 2,5766,5.77,High,March,3,Q1,2025,0,Weekday,1,Afternoon,2125,0.983,14.49,Medium,Mobile,Paid,Refreshing,14.49,4.71,7396,Medium
POST_250,TacoBell,Story,Healthy/Vegan,2025-12-25 08:41:43,2347,351,172,1356,434,56,8,Thursday,Female,25-34,Asia,Tier 1,2870,2.87,Medium,December,12,Q4,2025,0,Weekday,0,Morning,1790,0.939,14.95,Medium,Mobile,Organic,Health-Conscious,14.95,7.33,3744,Low
POST_251,KFC,Static Image,Street Food,2025-01-20 16:39:10,1564,305,55,936,377,0,16,Monday,Male,18-24,Asia,Tier 2,1924,1.92,Medium,January,1,Q1,2025,0,Weekday,0,Afternoon,1313,1.0,19.49,Medium,Mobile,Organic,Authentic,19.49,3.51,2589,Low
POST_252,BurgerKing,Carousel,Healthy/Vegan,2025-02-23 19:09:33,1439,225,75,556,232,15,19,Sunday,Male,45-54,Europe,Tier 1,1739,1.74,Medium,February,2,Q1,2025,1,Weekend,1,Evening,788,0.963,15.62,Medium,Desktop,Paid,Health-Conscious,15.62,5.21,2264,Low
POST_253,Subway,Story,Healthy/Vegan,2025-04-21 19:13:10,4415,622,314,1521,539,204,19,Monday,Female,25-34,North America,Tier 1,5351,5.35,High,April,4,Q2,2025,0,Weekday,1,Evening,2060,0.82,14.09,Medium,Mobile,Organic,Health-Conscious,14.09,7.11,6909,Medium
POST_254,TacoBell,Reel (Video),Healthy/Vegan,2025-05-07 20:54:22,6423,800,544,3724,1393,219,20,Wednesday,Male,25-34,North America,Tier 1,7767,7.77,High,May,5,Q2,2025,0,Weekday,1,Evening,5117,0.918,12.45,Medium,Desktop,Organic,Health-Conscious,12.45,8.47,9911,Medium
POST_255,BurgerKing,Static Image,Fast Food,2025-05-17 20:27:31,2813,195,266,1306,366,121,20,Saturday,Male,18-24,Asia,Tier 3,3274,3.27,High,May,5,Q2,2025,1,Weekend,1,Evening,1672,0.865,6.93,Low,Desktop,Paid,Indulgent,6.93,9.45,3930,Low
POST_256,Starbucks,Static Image,Desserts,2025-11-24 03:39:31,3928,501,218,1325,1038,40,3,Monday,Female,35-44,Europe,Tier 2,4647,4.65,High,November,11,Q4,2025,0,Weekday,0,Night,2363,0.967,12.75,Medium,Mobile,Organic,Indulgent,12.75,5.55,5867,Medium
POST_257,TacoBell,Story,Fast Food,2025-12-11 03:23:14,2520,412,234,1395,683,55,3,Thursday,Female,25-34,North America,Tier 3,3166,3.17,High,December,12,Q4,2025,0,Weekday,0,Night,2078,0.948,16.34,Medium,Mobile,Organic,Indulgent,16.34,9.28,4224,Low
POST_258,TacoBell,Story,Beverages,2025-10-13 02:14:27,2442,455,75,1428,391,63,2,Monday,Female,25-34,Europe,Tier 1,2972,2.97,Medium,October,10,Q4,2025,0,Weekday,0,Night,1819,0.933,18.62,Medium,Mobile,Paid,Refreshing,18.62,3.07,3957,Low
POST_259,TacoBell,Story,Healthy/Vegan,2025-03-28 23:52:43,3851,635,357,2130,464,162,23,Friday,Female,45-54,North America,Tier 1,4843,4.84,High,March,3,Q1,2025,0,Weekday,0,Evening,2594,0.882,16.48,Medium,Mobile,Paid,Health-Conscious,16.48,9.27,6470,Medium
POST_260,Dominos,Static Image,Healthy/Vegan,2025-01-19 10:11:56,2232,308,115,765,299,40,10,Sunday,Male,35-44,Europe,Tier 2,2655,2.66,Medium,January,1,Q1,2025,1,Weekend,0,Morning,1064,0.928,13.79,Medium,Mobile,Organic,Health-Conscious,13.79,5.15,3386,Low
POST_261,TacoBell,Carousel,Street Food,2025-11-03 13:40:15,3415,655,223,1133,754,38,13,Monday,Female,18-24,North America,Tier 1,4293,4.29,High,November,11,Q4,2025,0,Weekday,1,Afternoon,1887,0.961,19.17,Medium,Desktop,Organic,Authentic,19.17,6.53,5826,Medium
POST_262,Subway,Reel (Video),Street Food,2025-07-05 05:52:10,1048,116,81,506,131,1,5,Saturday,Other,25-34,Asia,Tier 2,1245,1.24,Medium,July,7,Q3,2025,1,Weekend,0,Night,637,0.997,11.06,Medium,Mobile,Organic,Authentic,11.06,7.72,1558,Low
POST_263,BurgerKing,Static Image,Desserts,2025-03-13 20:34:20,3318,465,108,1980,984,161,20,Thursday,Male,18-24,North America,Tier 1,3891,3.89,High,March,3,Q1,2025,0,Weekday,1,Evening,2964,0.897,14.01,Medium,Desktop,Organic,Indulgent,14.01,3.25,4929,Low
POST_264,Dominos,Story,Healthy/Vegan,2025-02-24 13:25:24,1573,87,54,650,236,20,13,Monday,Female,35-44,Europe,Tier 1,1714,1.71,Medium,February,2,Q1,2025,0,Weekday,1,Afternoon,886,0.956,5.53,Low,Mobile,Organic,Health-Conscious,5.53,3.43,1942,Low
POST_265,Dominos,Reel (Video),Healthy/Vegan,2025-11-11 08:39:08,1138,210,68,611,313,7,8,Tuesday,Female,18-24,North America,Tier 1,1416,1.42,Medium,November,11,Q4,2025,0,Weekday,0,Morning,924,0.985,18.44,Medium,Mobile,Organic,Health-Conscious,18.44,5.97,1904,Low
POST_266,TacoBell,Reel (Video),Fast Food,2025-01-08 13:00:30,1767,233,92,611,284,68,13,Wednesday,Female,25-34,North America,Tier 1,2092,2.09,Medium,January,1,Q1,2025,0,Weekday,1,Afternoon,895,0.859,13.18,Medium,Mobile,Paid,Indulgent,13.18,5.2,2650,Low
POST_267,TacoBell,Story,Street Food,2025-04-20 20:24:59,3841,472,124,2008,541,57,20,Sunday,Female,35-44,Europe,Tier 2,4437,4.44,High,April,4,Q2,2025,1,Weekend,1,Evening,2549,0.956,12.29,Medium,Mobile,Organic,Authentic,12.29,3.23,5505,Medium
POST_268,Subway,Reel (Video),Street Food,2025-09-23 06:01:50,5883,1128,436,3460,1027,89,6,Tuesday,Female,45-54,Europe,Tier 1,7447,7.45,High,September,9,Q3,2025,0,Weekday,0,Night,4487,0.961,19.17,Medium,Desktop,Organic,Authentic,19.17,7.41,10139,Medium
POST_269,Dominos,Carousel,Beverages,2025-09-10 22:13:37,3871,383,199,2187,662,178,22,Wednesday,Male,25-34,Asia,Tier 1,4453,4.45,High,September,9,Q3,2025,0,Weekday,0,Evening,2849,0.882,9.89,Low,Mobile,Organic,Refreshing,9.89,5.14,5418,Medium
POST_270,TacoBell,Story,Street Food,2025-05-15 10:16:52,3287,354,324,1207,332,128,10,Thursday,Male,35-44,North America,Tier 1,3965,3.96,High,May,5,Q2,2025,0,Weekday,0,Morning,1539,0.846,10.77,Medium,Mobile,Paid,Authentic,10.77,9.85,4997,Low
POST_271,KFC,Reel (Video),Desserts,2025-10-31 10:11:33,7270,923,279,2183,884,253,10,Friday,Female,18-24,Asia,Tier 1,8472,8.47,High,October,10,Q4,2025,0,Weekday,0,Morning,3067,0.848,12.69,Medium,Mobile,Organic,Indulgent,12.69,3.84,10597,Medium
